Last Name,First Name,Display Name,Begin Date,End Date,Display Date,City,State,Country,Subcontinent,Continent,ConstituentID,latitude,longitude,geonameId,WhitneyUrl,"[latitude,longitude]",
Adams,Kenneth M.,Kenneth M. Adams,1897,1966,1897-1966,Topeka,Kansas,United States of America,Central North America,North America,3,39.04833,-95.67804,4280539,"<a target=""_blank"" href=""http://collection.whitney.org/artist/3"">Whitney.org</a>","[39.04833,-95.67804]","[39.04833,-95.67804]"
Archer,Edmund,Edmund Archer,1904,1986,1904-1986,Richmond,Virginia,United States of America,Central North America,North America,26,37.55376,-77.46026,4781708,"<a target=""_blank"" href=""http://collection.whitney.org/artist/26"">Whitney.org</a>","[37.55376,-77.46026]","[37.55376,-77.46026]"
Atherton,John,John Atherton,1900,1952,1900-1952,Brainerd,Minnesota,United States of America,Central North America,North America,35,46.35802,-94.20083,5019116,"<a target=""_blank"" target=""_blank"" href=""http://collection.whitney.org/artist/35"">Whitney.org</a>","[46.35802,-94.20083]","[46.35802,-94.20083]"
Ault,George C.,George C. Ault,1891,1948,1891-1948,Cleveland,Ohio,United States of America,Central North America,North America,36,41.4995,-81.69541,5150529,"<a target=""_blank"" href=""http://collection.whitney.org/artist/36"">Whitney.org</a>","[41.4995,-81.69541]","[41.4995,-81.69541]"
Bacon,Peggy,Peggy Bacon,1895,1987,1895-1987,Ridgefield,Connecticut,United States of America,Central North America,North America,44,41.28148,-73.49818,4841463,"<a target=""_blank"" href=""http://collection.whitney.org/artist/44"">Whitney.org</a>","[41.28148,-73.49818]","[41.28148,-73.49818]"
Baizerman,Saul,Saul Baizerman,1889,1957,1889-1957,Vitebsk,,Belarus,Eurasia,,52,55.1904,30.2049,620127,"<a target=""_blank"" href=""http://collection.whitney.org/artist/52"">Whitney.org</a>","[55.1904,30.2049]","[55.1904,30.2049]"
Bakos,Jozef G.,Jozef G. Bakos,1891,1977,1891-1977,Buffalo,New York,United States of America,Central North America,North America,54,42.88645,-78.87837,5110629,"<a target=""_blank"" href=""http://collection.whitney.org/artist/54"">Whitney.org</a>","[42.88645,-78.87837]","[42.88645,-78.87837]"
Barthé,Richmond,Richmond Barthé,1901,1989,1901-1989,Bay St.Louis,Mississippi,United States of America,Central North America,North America,8220,30.30881,-89.33005,4417205,"<a target=""_blank"" href=""http://collection.whitney.org/artist/8220"">Whitney.org</a>","[30.30881,-89.33005]","[30.30881,-89.33005]"
Baum,Mark,Mark Baum,1903,1997,1903-1997,Sanok,,Poland,Central Europe,Europe,72,49.55573,22.2056,759591,"<a target=""_blank"" href=""http://collection.whitney.org/artist/72"">Whitney.org</a>","[49.55573,22.2056]","[49.55573,22.2056]"
Beal,Gifford,Gifford R. Beal,1879,1956,1879-1956,New York City,New York,United States of America,Central North America,North America,77,40.71427,-74.00597,5128581,"<a target=""_blank"" href=""http://collection.whitney.org/artist/77"">Whitney.org</a>","[40.71427,-74.00597]","[40.71427,-74.00597]"
Beatty,John W.,John W. Beatty,1851,1924,1851-1924,Pittsburgh,Pennsylvania,United States of America,Central North America,North America,82,40.44062,-79.99589,5206379,"<a target=""_blank"" href=""http://collection.whitney.org/artist/82"">Whitney.org</a>","[40.44062,-79.99589]","[40.44062,-79.99589]"
Beaux,Cecilia,Cecilia Beaux,1863,1942,1863-1942,Philadelphia,Pennsylvania,United States of America,Central North America,North America,85,39.95233,-75.16379,4560349,"<a target=""_blank"" href=""http://collection.whitney.org/artist/85"">Whitney.org</a>","[39.95233,-75.16379]","[39.95233,-75.16379]"
Bell,Cecil C.,Cecil C. Bell,1906,1970,1906-1970,Seattle,Washington,United States of America,Central North America,North America,92,47.60621,-122.33207,5809844,"<a target=""_blank"" href=""http://collection.whitney.org/artist/92"">Whitney.org</a>","[47.60621,-122.33207]","[47.60621,-122.33207]"
Bellows,George,George Bellows,1882,1925,1882-1925,Columbus,Ohio,United States of America,,North America,94,39.96118,-82.99879,4509177,"<a target=""_blank"" href=""http://collection.whitney.org/artist/94"">Whitney.org</a>","[39.96118,-82.99879]","[39.96118,-82.99879]"
Benn,Ben,Ben Benn,1884,1983,1884-1983,Bialystock,,Poland,Eastern Europe,Europe,98,53.13333,23.16433,776069,"<a target=""_blank"" href=""http://collection.whitney.org/artist/98"">Whitney.org</a>","[53.13333,23.16433]","[53.13333,23.16433]"
Benton,Thomas Hart,Thomas Hart Benton,1889,1975,1889-1975,Neosho,Missouri,United States of America,Central North America,North America,101,36.80659,-94.39114,4400184,"<a target=""_blank"" href=""http://collection.whitney.org/artist/101"">Whitney.org</a>","[36.80659,-94.39114]","[36.80659,-94.39114]"
Berman,Eugene,Eugene Berman,1899,1972,1899-1972,Saint Petersburg,,Russia,Eurasia,,105,59.93863,30.31413,498817,"<a target=""_blank"" href=""http://collection.whitney.org/artist/105"">Whitney.org</a>","[59.93863,30.31413]","[59.93863,30.31413]"
Berresford,Virginia,Virginia Berresford,1904,1995,1904-1995,New Rochelle,New York,United States of America,Central North America,North America,107,40.91149,-73.78235,5128549,"<a target=""_blank"" href=""http://collection.whitney.org/artist/107"">Whitney.org</a>","[40.91149,-73.78235]","[40.91149,-73.78235]"
Bianco,Pamela,Pamela Bianco,1906,1995,1906-1995,London,,England,Great Britain,Europe,112,51.50853,-0.12574,2643743,"<a target=""_blank"" href=""http://collection.whitney.org/artist/112"">Whitney.org</a>","[51.50853,-0.12574]","[51.50853,-0.12574]"
Biddle,George,George Biddle,1885,1973,1885-1973,Philadelphia,Pennsylvania,United States of America,Central North America,North America,113,39.95234,-75.16379,4560349,"<a target=""_blank"" href=""http://collection.whitney.org/artist/113"">Whitney.org</a>","[39.95234,-75.16379]","[39.95234,-75.16379]"
Billings,Henry,Henry Billings,1901,1987,1901-1987,Bronxville,New York,United States of America,Central North America,North America,117,40.93815,-73.83208,5110269,"<a target=""_blank"" href=""http://collection.whitney.org/artist/117"">Whitney.org</a>","[40.93815,-73.83208]","[40.93815,-73.83208]"
Bishop,Isabel,Isabel Bishop,1902,1988,1902-1988,Cincinnati,Ohio,United States of America,Central North America,North America,122,39.162,-84.45689,4508722,"<a target=""_blank"" href=""http://collection.whitney.org/artist/122"">Whitney.org</a>","[39.162,-84.45689]","[39.162,-84.45689]"
Blanch,Arnold,Arnold Blanch,1896,1968,1896-1968,Mantorville,Minnesota,United States of America,Central North America,North America,125,44.06913,-92.75575,5036461,"<a target=""_blank"" href=""http://collection.whitney.org/artist/125"">Whitney.org</a>","[44.06913,-92.75575]","[44.06913,-92.75575]"
Blanch,Lucile,Lucile Blanch,1895,1981,1895-1981,Hawley,Minnesota,United States of America,Central North America,North America,126,46.88079,-96.31673,5029570,"<a target=""_blank"" href=""http://collection.whitney.org/artist/126"">Whitney.org</a>","[46.88079,-96.31673]","[46.88079,-96.31673]"
Bloch,Julius,Julius Bloch,1888,1966,1888-1966,Kehl,,Germany,Central Europe,Europe,130,48.57297,7.81523,2891951,"<a target=""_blank"" href=""http://collection.whitney.org/artist/130"">Whitney.org</a>","[48.57297,7.81523]","[48.57297,7.81523]"
Bluemner,Oscar,Oscar Bluemner,1867,1938,1867-1938,Prenzlau,,Germany,Central Europe,Europe,133,53.31625,13.86261,2852218,"<a target=""_blank"" href=""http://collection.whitney.org/artist/133"">Whitney.org</a>","[53.31625,13.86261]","[53.31625,13.86261]"
Blum,Jerome,Jerome Blum,1884,1956,1884-1956,Chicago,Illinois,United States of America,Central North America,North America,135,41.85003,-87.65005,4887398,"<a target=""_blank"" href=""http://collection.whitney.org/artist/135"">Whitney.org</a>","[41.85003,-87.65005]","[41.85003,-87.65005]"
Blume,Peter,Peter Blume,1906,1992,1906-1992,Smarhon,,Belarus,Eurasia,,138,54.4798,26.3957,621713,"<a target=""_blank"" href=""http://collection.whitney.org/artist/138"">Whitney.org</a>","[54.4798,26.3957]","[54.4798,26.3957]"
Bohrod,Aaron,Aaron Bohrod,1907,1992,1907-1992,Chicago,Illinois,United States of America,Central North America,North America,144,41.85003,-87.65005,4887398,"<a target=""_blank"" href=""http://collection.whitney.org/artist/144"">Whitney.org</a>","[41.85003,-87.65005]","[41.85003,-87.65005]"
Borie,Adolphe,Adolphe Borie,1877,1934,1877-1934,Philadelphia,Pennsylvania,United States of America,Central North America,North America,149,39.95234,-75.16379,4560349,"<a target=""_blank"" href=""http://collection.whitney.org/artist/149"">Whitney.org</a>","[39.95234,-75.16379]","[39.95234,-75.16379]"
Bouché,Louis,Louis Bouché,1869,1969,1869-1969,New York City,New York,United States of America,Central North America,North America,155,40.71427,-74.00597,5128581,"<a target=""_blank"" href=""http://collection.whitney.org/artist/155"">Whitney.org</a>","[40.71427,-74.00597]","[40.71427,-74.00597]"
Bowes,Julian,Julian Bowes,1894,0,1894-,New York City,New York,United States of America,Central North America,North America,160,40.71427,-74.00597,5128581,"<a target=""_blank"" href=""http://collection.whitney.org/artist/160"">Whitney.org</a>","[40.71427,-74.00597]","[40.71427,-74.00597]"
Boyd,Fiske,Fiske Boyd,1895,1975,1895-1975,Philadelphia,Pennsylvania,United States of America,Central North America,North America,163,39.95234,-75.16379,4560349,"<a target=""_blank"" href=""http://collection.whitney.org/artist/163"">Whitney.org</a>","[39.95234,-75.16379]","[39.95234,-75.16379]"
Braught,Ross,Ross Braught,1898,1983,1898-1983,Carlisle,Pennsylvania,United States of America,Central North America,North America,168,40.20148,-77.18887,5183234,"<a target=""_blank"" href=""http://collection.whitney.org/artist/168"">Whitney.org</a>","[40.20148,-77.18887]","[40.20148,-77.18887]"
Brook,Alexander,Alexander Brook,1898,1980,1898-1980,Brooklyn,New York,United States of America,Central North America,North America,180,40.6501,-73.94958,5110302,"<a target=""_blank"" href=""http://collection.whitney.org/artist/180"">Whitney.org</a>","[40.6501,-73.94958]","[40.6501,-73.94958]"
Brooks,James,James Brooks,1906,1992,1906-1992,St. Louis,Missouri,United States of America,Central North America,North America,181,38.62727,-90.19789,4407066,"<a target=""_blank"" href=""http://collection.whitney.org/artist/181"">Whitney.org</a>","[38.62727,-90.19789]","[38.62727,-90.19789]"
Brown,Sonia Gordon,Sonia Gordon Brown,1894,1966,1894-1966,Moscow,,Russia,Eurasia,,186,55.75222,37.61556,524901,"<a target=""_blank"" href=""http://collection.whitney.org/artist/186"">Whitney.org</a>","[55.75222,37.61556]","[55.75222,37.61556]"
Bruce,Edward,Edward Bruce,1879,1943,1879-1943,Dover Plains,New York,United States of America,Central North America,North America,189,41.74121,-73.57652,5115261,"<a target=""_blank"" href=""http://collection.whitney.org/artist/189"">Whitney.org</a>","[41.74121,-73.57652]","[41.74121,-73.57652]"
Buller,Audrey,Audrey Buller,1902,1984,1902-1984,Montreal,,Canada,Northern North America,North America,194,45.50884,-73.58781,6077243,"<a target=""_blank"" href=""http://collection.whitney.org/artist/194"">Whitney.org</a>","[45.50884,-73.58781]","[45.50884,-73.58781]"
Burchfield,Charles,Charles Burchfield,1893,1967,1893-1967,Ashtabula,Ohio,United States of America,Central North America,North America,197,41.89638,-80.75901,5146092,"<a target=""_blank"" href=""http://collection.whitney.org/artist/197"">Whitney.org</a>","[41.89638,-80.75901]","[41.89638,-80.75901]"
Burck,Jacob,Jacob Burck,1904,1982,1904-1982,Visoky,,Poland,Central Europe,Europe,198,53.13333,23.16433,776069,"<a target=""_blank"" href=""http://collection.whitney.org/artist/198"">Whitney.org</a>","[53.13333,23.16433]","[53.13333,23.16433]"
Burkhard,Henri,Henri Burkhard,1882,1956,1882-1956,New York City,New York,United States of America,Central North America,North America,199,40.71427,-74.00597,5128581,"<a target=""_blank"" href=""http://collection.whitney.org/artist/199"">Whitney.org</a>","[40.71427,-74.00597]","[40.71427,-74.00597]"
Burlin,Paul,Paul Burlin,1886,1969,1886-1969,New York City,New York,United States of America,Central North America,North America,200,40.71427,-74.00597,5128581,"<a target=""_blank"" href=""http://collection.whitney.org/artist/200"">Whitney.org</a>","[40.71427,-74.00597]","[40.71427,-74.00597]"
Burliuk,David,David Burliuk,1882,1967,1882-1967,Kharkov,,Ukraine,Eurasia,,201,49.98081,36.25272,706483,"<a target=""_blank"" href=""http://collection.whitney.org/artist/201"">Whitney.org</a>","[49.98081,36.25272]","[49.98081,36.25272]"
Burroughs,Bryson,Bryson Burroughs,1869,1934,1869-1934,Hyde Park,Massachusetts,United States of America,Central North America,North America,203,42.25565,-71.1245,4940202,"<a target=""_blank"" href=""http://collection.whitney.org/artist/203"">Whitney.org</a>","[42.25565,-71.1245]","[42.25565,-71.1245]"
Butler,Andrew,Andrew Butler,1896,1979,1896-1979,Yonkers,New York,United States of America,Central North America,North America,206,40.93121,-73.89875,5145215,"<a target=""_blank"" href=""http://collection.whitney.org/artist/206"">Whitney.org</a>","[40.93121,-73.89875]","[40.93121,-73.89875]"
Cadmus,Paul,Paul Cadmus,1904,1999,1904-1999,New York City,New York,United States of America,Central North America,North America,210,40.71427,-74.00597,5128581,"<a target=""_blank"" href=""http://collection.whitney.org/artist/210"">Whitney.org</a>","[40.71427,-74.00597]","[40.71427,-74.00597]"
Cammarata,Peter,Peter Cammarata,1887,0,1887-,Alimena,,Italy,Southern Europe,Europe,219,37.6931,14.11369,2525741,"<a target=""_blank"" href=""http://collection.whitney.org/artist/219"">Whitney.org</a>","[37.6931,14.11369]","[37.6931,14.11369]"
Campbell,Blendon,Blendon Campbell,1872,1969,1872-1969,St. Louis,Missouri,United States of America,Central North America,North America,222,38.62727,-90.19789,4407066,"<a target=""_blank"" href=""http://collection.whitney.org/artist/222"">Whitney.org</a>","[38.62727,-90.19789]","[38.62727,-90.19789]"
Campbell,Charles,Charles Campbell,1905,1985,1905-1985,Dayton,Ohio,United States of America,Central North America,North America,223,39.75895,-84.19161,4509884,"<a target=""_blank"" href=""http://collection.whitney.org/artist/223"">Whitney.org</a>","[39.75895,-84.19161]","[39.75895,-84.19161]"
Canade,Vincent,Vincent Canade,1879,1961,1879-1961,San Giorgio Albanese,Cosenza,Italy,Southern Europe,Europe,225,39.5823,16.45349,2523473,"<a target=""_blank"" href=""http://collection.whitney.org/artist/225"">Whitney.org</a>","[39.5823,16.45349]","[39.5823,16.45349]"
Carroll,John,John Carroll,1892,1959,1892-1959,Wichita,Kansas,United States of America,Central North America,North America,236,37.69224,-97.33754,4281730,"<a target=""_blank"" href=""http://collection.whitney.org/artist/236"">Whitney.org</a>","[37.69224,-97.33754]","[37.69224,-97.33754]"
Carter,Clarence Holbrook,Clarence Holbrook Carter,1904,2000,1904-2000,Portsmouth,Ohio,United States of America,Central North America,North America,237,38.73174,-82.99767,4521816,"<a target=""_blank"" href=""http://collection.whitney.org/artist/237"">Whitney.org</a>","[38.73174,-82.99767]","[38.73174,-82.99767]"
Castellón,Federico,Federico Castellón,1914,1971,1914-1971,Almeria,,Spain,Southern Europe,Europe,242,36.83814,-2.45974,2521886,"<a target=""_blank"" href=""http://collection.whitney.org/artist/242"">Whitney.org</a>","[36.83814,-2.45974]","[36.83814,-2.45974]"
Chanler,Robert,Robert W. Chanler,1873,1930,1873-1930,New York City,New York,United States of America,Central North America,North America,250,40.71427,-74.00597,5128581,"<a target=""_blank"" href=""http://collection.whitney.org/artist/250"">Whitney.org</a>","[40.71427,-74.00597]","[40.71427,-74.00597]"
Cikovsky,Nicolai,Nicolai Cikovsky,1894,1984,1894-1984,Pinsk,,Belarus,Eurasia,,267,52.1229,26.0951,623549,"<a target=""_blank"" href=""http://collection.whitney.org/artist/267"">Whitney.org</a>","[52.1229,26.0951]","[52.1229,26.0951]"
Citron,Minna,Minna Citron,1896,1991,1896-1991,Newark,New Jersey,United States of America,Central North America,North America,268,40.73566,-74.17237,5101798,"<a target=""_blank"" href=""http://collection.whitney.org/artist/268"">Whitney.org</a>","[40.73566,-74.17237]","[40.73566,-74.17237]"
Clemens,Paul Lewis,Paul Lewis Clemens,1911,1991,1911-1991,Superior,Wisconsin,United States of America,Central North America,North America,271,46.72077,-92.10408,5275191,"<a target=""_blank"" href=""http://collection.whitney.org/artist/271"">Whitney.org</a>","[46.72077,-92.10408]","[46.72077,-92.10408]"
Coiner,Charles T.,Charles T. Coiner,1898,1989,1898-1989,Santa Barbara,California,United States of America,Central North America,North America,279,34.42083,-119.69819,5392952,"<a target=""_blank"" href=""http://collection.whitney.org/artist/279"">Whitney.org</a>","[34.42083,-119.69819]","[34.42083,-119.69819]"
Coleman,Glenn O.,Glenn O. Coleman,1887,1932,1887-1932,Springfield,Ohio,United States of America,Central North America,North America,280,39.92423,-83.80882,4525353,"<a target=""_blank"" href=""http://collection.whitney.org/artist/280"">Whitney.org</a>","[39.92423,-83.80882]","[39.92423,-83.80882]"
Cook,Howard,Howard Cook,1901,1980,1901-1980,Springfield,Massachusetts,United States of America,Central North America,North America,287,42.10148,-72.58981,4951788,"<a target=""_blank"" href=""http://collection.whitney.org/artist/287"">Whitney.org</a>","[42.10148,-72.58981]","[42.10148,-72.58981]"
Corbino,Jon,Jon Corbino,1905,1964,1905-1964,Vittoria,Sicily,Italy,Southern Europe,Europe,291,36.95151,14.52788,2522713,"<a target=""_blank"" href=""http://collection.whitney.org/artist/291"">Whitney.org</a>","[36.95151,14.52788]","[36.95151,14.52788]"
Corcos,Lucille,Lucille Corcos,1908,1973,1908-1973,New York City,New York,United States of America,Central North America,North America,292,40.71427,-74.00597,5128581,"<a target=""_blank"" href=""http://collection.whitney.org/artist/292"">Whitney.org</a>","[40.71427,-74.00597]","[40.71427,-74.00597]"
Costigan,John,John Edward Costigan,1888,1972,1888-1972,Providence,Rhode Island,United States of America,Central North America,North America,294,41.82399,-71.41283,5224151,"<a target=""_blank"" href=""http://collection.whitney.org/artist/294"">Whitney.org</a>","[41.82399,-71.41283]","[41.82399,-71.41283]"
Cramer,Konrad,Konrad Cramer,1888,1963,1888-1963,Wurtzburg,,Germany,Central Europe,Europe,299,49.79391,9.95121,2921044,"<a target=""_blank"" href=""http://collection.whitney.org/artist/299"">Whitney.org</a>","[49.79391,9.95121]","[49.79391,9.95121]"
Crawford,Ralston,Ralston Crawford,1906,1978,1906-1978,St. Catharines,Ontario,Canada,Northern North America,North America,301,43.17126,-79.24267,6155721,"<a target=""_blank"" href=""http://collection.whitney.org/artist/301"">Whitney.org</a>","[43.17126,-79.24267]","[43.17126,-79.24267]"
Criss,Francis,Francis Criss,1901,1973,1901-1973,London,,England,Great Britain,Europe,304,51.50853,-0.12574,2643743,"<a target=""_blank"" href=""http://collection.whitney.org/artist/304"">Whitney.org</a>","[51.50853,-0.12574]","[51.50853,-0.12574]"
Culver,Charles,Charles Culver,1908,1967,1908-1967,Chicago,Illinois,United States of America,Central North America,North America,305,41.85003,-87.65005,4887398,"<a target=""_blank"" href=""http://collection.whitney.org/artist/305"">Whitney.org</a>","[41.85003,-87.65005]","[41.85003,-87.65005]"
Curry,John Steuart,John Steuart Curry,1897,1946,1897-1946,Dunavant,Kansas,United States of America,Central North America,North America,310,39.30194,-95.33275,4270572,"<a target=""_blank"" href=""http://collection.whitney.org/artist/310"">Whitney.org</a>","[39.30194,-95.33275]","[39.30194,-95.33275]"
Cushing,Howard G.,Howard G. Cushing,1869,1916,1869-1916,Boston,Massachusetts,United States of America,Central North America,North America,311,42.35843,-71.05977,4930956,"<a target=""_blank"" href=""http://collection.whitney.org/artist/311"">Whitney.org</a>","[42.35843,-71.05977]","[42.35843,-71.05977]"
Custer,Bernadine,Bernadine Custer,1900,1991,1900-1991,Normal,Illinois,United States of America,Central North America,North America,314,40.5142,-88.99063,4903780,"<a target=""_blank"" href=""http://collection.whitney.org/artist/314"">Whitney.org</a>","[40.5142,-88.99063]","[40.5142,-88.99063]"
Daniel,Lewis C.,Lewis C. Daniel,1901,1952,1901-1952,New York City,New York,United States of America,Central North America,North America,316,40.71427,-74.00597,5128581,"<a target=""_blank"" href=""http://collection.whitney.org/artist/316"">Whitney.org</a>","[40.71427,-74.00597]","[40.71427,-74.00597]"
Dasburg,Andrew,Andrew Dasburg,1887,1979,1887-1979,Paris,,France,Western Europe,Europe,319,48.85341,2.3488,2988507,"<a target=""_blank"" href=""http://collection.whitney.org/artist/319"">Whitney.org</a>","[48.85341,2.3488]","[48.85341,2.3488]"
Davey,Randall,Randall Davey,1887,1964,1887-1964,East Orange,New Jersey,United States of America,Central North America,North America,322,40.76732,-74.20487,5097441,"<a target=""_blank"" href=""http://collection.whitney.org/artist/322"">Whitney.org</a>","[40.76732,-74.20487]","[40.76732,-74.20487]"
Davidson,Jo,Jo Davidson,1883,1952,1883-1952,New York City,New York,United States of America,Central North America,North America,323,40.71427,-74.00597,5128581,"<a target=""_blank"" href=""http://collection.whitney.org/artist/323"">Whitney.org</a>","[40.71427,-74.00597]","[40.71427,-74.00597]"
Davies,Arthur B.,Arthur B. Davies,1862,1928,1862-1928,Utica,New York,United States of America,Central North America,North America,324,43.1009,-75.23266,5142056,"<a target=""_blank"" href=""http://collection.whitney.org/artist/324"">Whitney.org</a>","[43.1009,-75.23266]","[43.1009,-75.23266]"
Davis,Emma Lu,Emma Lu Davis,1905,1988,1905-1988,Indianapolis,Indiana,United States of America,Central North America,North America,326,39.76838,-86.15804,4259418,"<a target=""_blank"" href=""http://collection.whitney.org/artist/326"">Whitney.org</a>","[39.76838,-86.15804]","[39.76838,-86.15804]"
Davis,Hubert,Hubert Davis,1902,1981,1902-1981,Milton,Pennsylvania,United States of America,Central North America,North America,328,41.01203,-76.84774,5201470,"<a target=""_blank"" href=""http://collection.whitney.org/artist/328"">Whitney.org</a>","[41.01203,-76.84774]","[41.01203,-76.84774]"
Davis,Stuart,Stuart Davis,1892,1964,1892-1964,Philadelphia,Pennsylvania,United States of America,Central North America,North America,330,39.95234,-75.16379,4560349,"<a target=""_blank"" href=""http://collection.whitney.org/artist/330"">Whitney.org</a>","[39.95234,-75.16379]","[39.95234,-75.16379]"
de Creeft,José,José de Creeft,1884,1982,1884-1982,Guadalajara,,Spain,Southern Europe,Europe,336,40.62862,-3.16185,3121070,"<a target=""_blank"" href=""http://collection.whitney.org/artist/336"">Whitney.org</a>","[40.62862,-3.16185]","[40.62862,-3.16185]"
Dehn,Adolf,Adolf Dehn,1895,1968,1895-1968,Waterville,Minnesota,United States of America,Central North America,North America,338,44.24057,-93.58655,5052030,"<a target=""_blank"" href=""http://collection.whitney.org/artist/338"">Whitney.org</a>","[44.24057,-93.58655]","[44.24057,-93.58655]"
deMartelly,John,John Stockton deMartelly,1903,1979,1903-1979,Philadelphia,Pennsylvania,United States of America,Central North America,North America,342,39.95233,-75.16379,4560349,"<a target=""_blank"" href=""http://collection.whitney.org/artist/342"">Whitney.org</a>","[39.95233,-75.16379]","[39.95233,-75.16379]"
Demuth,Charles,Charles Demuth,1883,1935,1883-1935,Lancaster,Pennsylvania,United States of America,Central North America,North America,344,40.03788,-76.30551,5197079,"<a target=""_blank"" href=""http://collection.whitney.org/artist/344"">Whitney.org</a>","[40.03788,-76.30551]","[40.03788,-76.30551]"
Dickinson,Preston,Preston Dickinson,1891,1930,1891-1930,New York City,New York,United States of America,Central North America,North America,355,40.71427,-74.00597,5128581,"<a target=""_blank"" href=""http://collection.whitney.org/artist/355"">Whitney.org</a>","[40.71427,-74.00597]","[40.71427,-74.00597]"
Diederich,Hunt,Hunt Diederich,1884,1953,1884-1953,,,Hungary,Central Europe,Europe,357,47,20,719819,"<a target=""_blank"" href=""http://collection.whitney.org/artist/357"">Whitney.org</a>","[47,20]","[47,20]"
Dirk,Nathaniel,Nathaniel Dirk,1895,1961,1895-1961,Brooklyn,New York,United States of America,Central North America,North America,363,40.6501,-73.94958,5110302,"<a target=""_blank"" href=""http://collection.whitney.org/artist/363"">Whitney.org</a>","[40.6501,-73.94958]","[40.6501,-73.94958]"
Dohanos,Stevan,Stevan Dohanos,1907,1994,1907-1994,Lorain,Ohio,United States of America,Central North America,North America,368,41.45282,-82.18237,5161262,"<a target=""_blank"" href=""http://collection.whitney.org/artist/368"">Whitney.org</a>","[41.45282,-82.18237]","[41.45282,-82.18237]"
Donnelly,Thomas,Thomas Donnelly,1893,1971,1893-1971,"Washington, D.C.",,United States of America,Central North America,North America,370,38.89511,-77.03637,4140963,"<a target=""_blank"" href=""http://collection.whitney.org/artist/370"">Whitney.org</a>","[38.89511,-77.03637]","[38.89511,-77.03637]"
Dozier,Otis,Otis Dozier,1904,1987,1904-1987,Forney,Texas,United States of America,Central North America,North America,375,32.74818,-96.47193,4691833,"<a target=""_blank"" href=""http://collection.whitney.org/artist/375"">Whitney.org</a>","[32.74818,-96.47193]","[32.74818,-96.47193]"
Driggs,Elsie,Elsie Driggs,1895,1992,1895-1992,Hartford,Connecticut,United States of America,Central North America,North America,378,41.76371,-72.68509,4835797,"<a target=""_blank"" href=""http://collection.whitney.org/artist/378"">Whitney.org</a>","[41.76371,-72.68509]","[41.76371,-72.68509]"
Du Bois,Guy Pène,Guy Pène Du Bois,1884,1958,1884-1958,Brooklyn,New York,United States of America,Central North America,North America,383,40.6501,-73.94958,5110302,"<a target=""_blank"" href=""http://collection.whitney.org/artist/383"">Whitney.org</a>","[40.6501,-73.94958]","[40.6501,-73.94958]"
Duffy,Edmund,Edmund Duffy,1889,1962,1889-1962,Jersey City,New Jersey,United States of America,Central North America,North America,385,40.72816,-74.07764,5099836,"<a target=""_blank"" href=""http://collection.whitney.org/artist/385"">Whitney.org</a>","[40.72816,-74.07764]","[40.72816,-74.07764]"
Dwight,Mabel,Mabel Dwight,1876,1955,1876-1955,Cincinnati,Ohio,United States of America,Central North America,North America,388,39.162,-84.45689,4508722,"<a target=""_blank"" href=""http://collection.whitney.org/artist/388"">Whitney.org</a>","[39.162,-84.45689]","[39.162,-84.45689]"
Eberle,Abastenia St. Leger,Abastenia St. Leger Eberle,1878,1942,1878-1942,Webster City,Iowa,United States of America,Central North America,North America,392,42.43581,-93.86883,4881106,"<a target=""_blank"" href=""http://collection.whitney.org/artist/392"">Whitney.org</a>","[42.43581,-93.86883]","[42.43581,-93.86883]"
Edie,Stuart,Stuart Edie,1908,1974,1908-1974,Wichita Falls,Texas,United States of America,Central North America,North America,395,33.91371,-98.49339,4741752,"<a target=""_blank"" href=""http://collection.whitney.org/artist/395"">Whitney.org</a>","[33.91371,-98.49339]","[33.91371,-98.49339]"
Eilshemius,Louis M.,Louis M. Eilshemius,1864,1941,1864-1941,Arlington,New Jersey,United States of America,Central North America,North America,397,40.78843,-74.1332,5101873,"<a target=""_blank"" href=""http://collection.whitney.org/artist/397"">Whitney.org</a>","[40.78843,-74.1332]","[40.78843,-74.1332]"
Esherick,Wharton,Wharton Esherick,1887,1970,1887-1970,Philadelphia,Pennsylvania,United States of America,Central North America,North America,403,39.95233,-75.16379,4560349,"<a target=""_blank"" href=""http://collection.whitney.org/artist/403"">Whitney.org</a>","[39.95233,-75.16379]","[39.95233,-75.16379]"
Etting,Emlen,Emlen Etting,1905,1993,1905-1993,Philadelphia,Pennsylvania,United States of America,Central North America,North America,405,39.95234,-75.16379,4560349,"<a target=""_blank"" href=""http://collection.whitney.org/artist/405"">Whitney.org</a>","[39.95234,-75.16379]","[39.95234,-75.16379]"
Evergood,Philip,Philip Evergood,1901,1973,1901-1973,New York City,New York,United States of America,Central North America,North America,407,40.71427,-74.00597,5128581,"<a target=""_blank"" href=""http://collection.whitney.org/artist/407"">Whitney.org</a>","[40.71427,-74.00597]","[40.71427,-74.00597]"
Faggi,Alfeo,Alfeo Faggi,1885,1966,1885-1966,Sesto Fiorentino,,Italy,Southern Europe,Europe,411,43.83193,11.19924,3166601,"<a target=""_blank"" href=""http://collection.whitney.org/artist/411"">Whitney.org</a>","[43.83193,11.19924]","[43.83193,11.19924]"
